Wallet Address,Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days)
0x0062015c34a7fa6280ad0d9eaebba69b9158f162,0.49,12.5245,6.2,0.5219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,1488.0
0x819d6887c93dc7d2f7b27ed1d13a263d4f933ad5,0.25,0.1323,0.0864,0.0094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1690.0,1672.0
0xd0ed27888bc4d914cd21a0f8c03d6083e54f3213,0.33,0.2486,0.1261,0.0155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,1345.0
0xc8d47f75c87202c5989a2650d648f06ad4b1e0d3,1.0,0.0056,0.0045,0.0019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,38.0
0x6acb64a76e62d433a9bdcb4eea8343be8b3bef48,6.42,105.2981,10.9992,0.3419,0,1.9265,0.4299,1799.7,899.85,39.7285,4.0,-0.0131,1.0,1.0,0.0,0.0,1467.0,1381.0
0xcd9054a152b817c0098ff57c7a407a66736ef812,18.38,19.2058,2.0,0.0307,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,16.0,1048.0,994.0
0x33314a58d70b2d1b43f3ca7492fc9a8d214b0d00,2.87,104.6551,20.0,0.6624,0,inf,0.5456,13405.3,3351.325,1.9787,0.0,-0.0214,3.0,1.0,0.0,3.0,1676.0,0.0
0xe248e8e146482ae90dc02daed506d802a8c5ee9f,9.24,17.9408,1.6707,0.0329,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,6.0,0.0,1795.0,1791.0
0x8ed14206ef3143c44c74aa878605d708c0c097ff,15.0,0.1189,0.1,0.004,0,inf,0.0,0.0,0.0,0.0,0.0,0.0485,2.0,0.0,0.0,0.0,67.0,67.0
0x712fc36acb19986a693106ea9443177337e422b5,1.79,8.9818,4.5,0.3593,0,inf,0.0,0.0,0.0,0.0,0.0,0.0423,2.0,0.0,0.0,5.0,436.0,7.0
0x444eff6ff92c56e96e3b5fa7b4ae1cd92083c1a2,9.0,0.01,0.01,0.0006,0,inf,0.0,0.0,0.0,0.0,0.0,0.0388,1.0,0.0,0.0,0.0,49.0,48.0
0xbd9eef9f7b32c9f6f3332a8ed94e929376345744,1.69,0.1936,0.0629,0.0027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,303.0
0x1ecd2a1e3d345e1305b6370b8fd9f13503d1e52e,6.07,789.5254,391.7685,3.1708,0,4.9566,0.1595,19992.93,6664.31,713.269,1.0,-0.0114,2.0,1.0,0.0,0.0,1255.0,361.0
0xe81a65f0e5079c752b4cd15191091312c673d1b1,9.68,0.4396,0.0942,0.0024,0,1.0593,0.7327,5174.34,1724.78,198.6311,46.0,-0.0499,1.0,1.0,0.0,0.0,593.0,244.0
0x77ab91914c6254b0dc14b7cadf8fe60b48096eac,2.08,0.7629,0.5628,0.0305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,79.0
0xb65b9ccb5ca37a669e9c822e812f74d5a440aba3,5.25,0.2108,0.0812,0.01,0,inf,0.0,0.0,0.0,0.0,0.0,0.0121,2.0,0.0,0.0,1.0,124.0,0.0
0x0130d7a66d71723494428cb74ac09ba457c6167d,8.9,59.435,6.0064,0.1284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,1434.0
0x70924482fd908923c8a7bc3e4c24df76561ea1ea,19.62,72.6753,44.3472,0.1277,0,inf,0.0,0.0,0.0,0.0,7.0,0.0176,2.0,0.0,0.0,3.0,894.0,886.0
0x1757033d7ce54ba10e9681c430e19d28afa43ac2,10.0,233.7297,52.8,0.8657,0,inf,0.0,0.0,0.0,0.0,20.0,0.0002,1.0,0.0,0.0,30.0,815.0,535.0
0xa25ca0f459646df5770174b23edd4d90f98eaa26,18.43,66.6441,10.0105,0.1292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,848.0,813.0
0x969b0b08c72459dfa8617f27863107da8a4b529c,7.95,23.5262,3.4355,0.0759,0,inf,0.0,0.0,0.0,0.0,0.0,0.0424,1.0,0.0,0.0,18.0,1203.0,681.0
0x5cc4793bcdcfcf05ba75280b44fa26d1701610ec,14.14,497.5443,92.0,2.5128,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,6.0,419.0,398.0
0xb7f589e9a1215845675578e72ba9b716aae9f960,21.0,135.7509,10.02,1.6161,0,1.357,0.6022,63807.03,21269.01,49.1421,13.0,-0.0273,1.0,1.0,0.0,0.0,121.0,114.0
0x0b895550bc2193d0622a7c21fbd124145655d586,5.4,1.0601,0.2822,0.0098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,600.0,575.0
0xd27412131896b2defe03f66f4afce1e6d728d970,13.22,40.5882,9.1074,0.096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,942.0
0xe613c2d3d36a7934589bc393119ed33ac165a596,6.26,104.4963,34.0,0.4772,0,5.0521,0.1639,15011.15,3002.23,12.515,3.0,0.0059,4.0,1.0,0.0,2.0,1056.0,554.0
0xa675d9fd3326ca796499b04de0e02eb8706a6c0c,0.86,0.0355,0.02,0.0015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,489.0
0xdaa43d30760ee99a83f2b9a6a421d76746f2c6bb,4.82,33.4926,4.04,0.1543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1377.0,1269.0
0xd3dafee1451be3f739796a0300e5e4c019154173,2.0,0.0091,0.0091,0.0023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,57.0
0x6ec96272af2bcb36673a407c882e92e3273a2497,6.5,0.286,0.0901,0.022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,7.0
0x0dcc1cc4a7ed59a78d26dc6d56c76099c9678914,9.3,17.2717,0.6529,0.0344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1658.0,1552.0
0x3ed5fffe493d4066191d7b7e76784a33defd0018,78.18,11.7663,2.0,0.0054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,18.0,867.0,803.0
0xd512d3938c3102ca392dc5cd20d8877e28c64c6d,5.24,61.0375,41.3938,0.2157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1658.0,1438.0
0xe1d0508d4976bd4b8552fbe5c31cc0f023258f0c,0.68,70.3957,69.9257,2.0705,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,490.0
0xb5ccc38dee973ede2d78c071e4b9c2e49783101c,12.65,5445.1907,1000.0,6.6243,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1987.0,1705.0
0x7e4e766d0ae5ea9cded0c694669194db92800107,128.54,19783.1617,1697.0,11.8391,0,inf,0.0,0.0,0.0,0.0,21.0,0.0176,2.0,0.0,0.0,18.0,392.0,392.0
0x37dfc9f7d03c16aab85ddefdafdeb4eea0e87b33,6.0,17.0042,17.0,0.7085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,20.0
0xab1c72537366e9fb5126bdfb4f86e029d4aa9265,5.4,0.1052,0.0105,0.0039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,164.0,136.0
0x1113b548dffb4bbc17d992d725e9fe69b71533ec,1.12,6.0993,2.7303,0.1109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.0,1492.0
0x57863683e0b7314a328580fdabfe5b42ab54dcab,63.0,0.0999,0.0999,0.0016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,17.0
0x90cd08f977529fa3be0ff1f055e62f6e31e06f2d,0.16,0.5934,0.3631,0.0424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.0,1416.0
0x75441c04d34e79199669af38fed65c03a9cd91d5,6.33,24.3096,2.8522,0.0835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,672.0
0x3618cc5258de02d7233b0c4d3199bfe37751f6c5,33.0,518.5003,33.0,0.3343,0,1.3724,0.5752,50025.15,16675.05,276.1684,122.0,-0.0359,1.0,1.0,0.0,0.0,1429.0,1428.0
0x027d1b17f724a42668f8944d38dff9f785aea1a1,5.69,0.7577,0.3041,0.0102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,242.0
0xf6e4a72073ae55b8a2ad2ee83d91f46c10c3d0fc,1.63,4.6774,0.65,0.0821,0,1.5197,0.5447,3228.67,1076.2233333333334,3228.67,3.0,-0.0184,1.0,1.0,0.0,0.0,1060.0,41.0
0xf6f4ecddca0ad9bf77d44767ca08f3ba6e855da2,3.26,21.4545,3.225,0.1219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,1436.0
0x9452d07387fefead9fbec9bb38ce0d18eea9ba06,13.08,935.4953,29.1548,0.8413,0,1.4793,0.5573,13573.04,4524.346666666667,2.1227,31.0,-0.0174,1.0,1.0,0.0,103.0,2585.0,2582.0
0xc80a5430d22e8f96b9fbf0d4d0925bc9e60daa1c,247.62,282.7125,6.5947,0.1427,0,inf,0.7067,150142.15,7507.1075,5.2109,138.0,-0.043,5.0,1.0,2.0,6.0,241.0,241.0
0x9ed49fcf22798f79f59cd78c26d26f35a98c385c,3.5,498.4217,204.776,3.3906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,661.0
0xfda551377a8ffdb165d85d6dee9bde8c8543f57d,6.55,22.5053,4.4801,0.0859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1229.0,1164.0
0x59319c81c0cf3d02e3b68996c2dfe47308a006dc,71.28,3292.1042,150.0,1.004,0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,2.0,0.0,0.0,87.0,1389.0,919.0
0xf85af16cd061499ef00df0f1fa0e0481417d1011,2.32,73.8335,11.3553,0.6774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,0.0
0x4abe074acde6ecf8b4938bc22e8db3df78359557,9.5,42.3748,12.7,0.5576,0,2.2792,0.3459,117111.35,29277.8375,19.7748,7.0,-0.0234,1.0,1.0,0.0,4.0,256.0,242.0
0xde8f8849579f06a30c0dd3ae3d5408ebdaaabcf7,38.7,1962.1221,100.0,0.9388,0,inf,0.0,0.0,0.0,0.0,109.0,0.0,1.0,0.0,0.0,0.0,1653.0,1648.0
0x07b75d712565c5ea8ab04be782568e936f668c5b,8.27,157.2427,50.0,0.3961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1451.0,1373.0
0xc4bcdaa5d8e4b048f7c7b3a4d41947591a0ddff0,1.24,1.4033,0.3565,0.0209,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.0,1657.0
0x53900c2dc7175ef18f9763a44a4616884e2f63eb,21.0,64.0867,6.7687,0.436,0,1.794,0.4382,70512.26,11752.043333333331,5.9094,23.0,-0.0194,2.0,1.0,0.0,14.0,214.0,201.0
0x9d1e921c031b7c047b4eef0c5959a36546c285f3,23.0,6.487,6.487,0.282,0,inf,0.0,0.0,0.0,0.0,0.0,0.0485,1.0,0.0,0.0,15.0,16.0,16.0
0x76f66aa3d3979a810652f669ced0d44ff9002359,1.31,19.0488,7.4866,0.2646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662.0,412.0
0x8ccaf951c46899aa11e96435261c271c3e5ba963,55.43,3193.9044,170.63,0.8474,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,2.0,43.0,2065.0,1627.0
0x52def23a399bb80f70e65f9ef62b926342ee4290,14.5,0.076,0.0377,0.0026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0
0xcd56f374da835573bc7b7161947e48b2a6393252,3.42,292.2909,170.0,1.7823,0,inf,0.0,0.0,0.0,0.0,0.0,0.0485,1.0,0.0,0.0,0.0,1457.0,1440.0
0xfd4c87e0c92fc81d6eb4acc2fdb7f4aeedbcb635,137.0,544.8756,464.0,3.9772,0,1.3818,0.6007,771990.92,385995.46,297.345,3.0,-0.0254,1.0,1.0,0.0,0.0,38.0,9.0
0x51d34d5b79c4b27763ee4b891039cf602f8a020f,17.77,709.7266,92.0,1.5362,0,inf,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,20.0,797.0,767.0
0x0acb169093665dfdd69af8ef1314499fce7e0edd,12.62,418.5522,50.0,0.8288,0,2.1969,0.3633,147666.06,13424.187272727271,38.9907,0.0,-0.0215,4.0,1.0,0.0,3.0,1233.0,637.0
0x0522ce06e3cbcd6503518154ebf420e16f36b51d,6.97,4.7501,2.0,0.0189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1095.0,0.0
0xc3dc9291109c91ff8860c46ef8386c3e89b97802,1.5,0.0005,0.0005,0.0002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0
0x3687308daec2795dd2701be09e8e88652ef40984,24.2,545.9012,42.0,1.1279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,617.0,617.0
0xced5709614c3ff29760c12235302b87506442627,0.64,0.0309,0.0077,0.0011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,1341.0
0x28fe46db880072e129816ee2bce5bc5a9712a058,14.43,131.0741,8.4339,0.1262,0,1.4401,0.5749,31326.6,10442.2,31.8463,109.0,-0.0222,1.0,1.0,0.0,48.0,2203.0,1740.0
0x93ca5883ecb4971b11397cdc2c87ea03e6f190ca,3.02,28.49,6.0,0.1887,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1530.0,63.0
0xc354e9943db2a12f49aaacac11b7ae2b1170b0cc,1.24,42.9095,6.808,0.5878,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,1512.0
0x974cd2f84384db81a03367f1a189f3828e95451b,20.74,9.685,0.9995,0.0133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1064.0,1036.0
0x2ff10cfbb483408f8ca5b18f113a34efed49c711,8.52,351.2026,31.0,0.7363,0,2.9349,0.2551,38945.92,12981.973333333332,0.3096,32.0,-0.0126,1.0,1.0,0.0,2.0,1694.0,1694.0
0x211999e5ee74af3e8dacbcd5c4e608cd7d8086fa,24.44,462.6128,158.7168,0.5567,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1032.0,758.0
0x1ac738dcd0942e75712ded5d295a1214f94d3023,13.32,500.8308,284.738,1.0159,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1132.0,1084.0
0x27baa7f83cbe1cac3f1527250dfaa44c24916b62,5.56,0.0322,0.0262,0.0006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,187.0
0x44f6bf31da7d5f36ccb7feb8575b0dddfc6420b3,21.0,22.1257,11.0942,1.0536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,34.0,34.0
0x57cefc700f3dbfa64fa82b0484f1995881fa3ec7,1.0,1.1077,0.5639,0.0791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,70.0
0x820e3deec5bddbe58c340fce17eeea5ac9b81963,0.85,4.762,2.46,0.1082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,1587.0
0x2154b08eb8e5f9980094af08e9a3c1d99a4fe2d2,14.35,33.3472,15.02,0.054,0,inf,0.0,0.0,0.0,0.0,0.0,0.036,2.0,0.0,0.0,0.0,1313.0,443.0
0x2a381a41627de73c9285de8f5b74791ad18bd292,22.0,185.9417,10.849,0.1595,0,inf,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,4.0,1603.0,1199.0
0x9298841fa27dac6ee2c79a74314f62ed3d987429,0.33,78.665,39.35,4.3703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.0,1661.0
0x685b29fd7d1a8dfed0e2eb3e8a6ba8a8cba0a55d,0.73,3.0718,1.6302,0.0853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,1466.0
0x92c8a7cd80f4d013d8a8e828dd82de01ae184428,21.0,1.1462,1.1,0.0546,0,1.6674,0.4707,14959.63,2991.926,50.8762,2.0,-0.0235,1.0,1.0,0.0,1.0,10.0,8.0
0x39259585a1bdaf4c1faa677b3e3debf46b9d674e,5.5,14.0011,13.9721,1.2728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0
0xe4bf41cfc43dc5361d3ec6219fcb10b6a283b40d,4.96,137.8739,20.1998,0.3706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.0,2217.0
0xe8f9b66bc2e96950324bc35ccf4093dd5c147760,1.45,2.0537,0.995,0.0302,0,2.3429,0.333,75736.35,37868.175,53.513,7.0,-0.0224,1.0,1.0,0.0,3.0,1448.0,31.0
0x40af236c06fa2408a91e4d2cabe02835bfc23677,2.26,677.5738,269.0,15.7575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,592.0
0x639bfa7dfa6886ffb90e46120aa25235d34249b1,3.28,2.1847,0.938,0.0145,0,inf,0.0,0.0,0.0,0.0,0.0,0.0485,1.0,0.0,0.0,1.0,1394.0,1394.0
0xb8d1926298eec9d772e2b8364a0e0c1dd984e284,3.5,0.0266,0.0266,0.0038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0
0x703d70ef7fc4e566bf7be3759576c1d367d4ef66,9.4,79.6138,76.5557,0.5646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,426.0
0xc09ccc7fbee6bbf510933bf544e159409b861b7c,0.46,0.1157,0.0581,0.0061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1249.0
0xa3c73a084ea7e3a457798af8425319c30822ba5f,5.67,161.4322,16.3609,0.7305,0,inf,0.0,0.0,0.0,0.0,8.0,0.018,1.0,0.0,0.0,0.0,1179.0,1045.0
0xf48a2b14687142d7291431e968c284197870dca3,12.29,2.0364,0.6375,0.0118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,328.0
0xd58dcd4594087c2758717a59f44a5ac09db65105,30.19,290.6991,11.9872,0.112,0,inf,0.6158,36868.67,3072.3891666666664,23.9937,57.0,-0.0404,5.0,1.0,2.0,95.0,2632.0,1584.0
0x25a76d10b870c07000e9fee68c901d9a354460ab,26.39,35.9905,5.0,0.0278,0,inf,0.6593,25914.06,2159.505,3.0584,0.0,-0.0463,5.0,1.0,1.0,24.0,1486.0,1444.0
0xd88a39dcfbf28be5a1d2fe591c1c773ee33a79eb,15.0,0.01,0.01,0.0007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0
0x9a44394ffd96a78d0b5c5b2f5dcff6052c70176d,26.39,15.1631,2.0,0.0125,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,1390.0,1390.0
0x52ed35ec8b0c9b8770ac5d8ead78029112543b1d,8.07,74.9961,25.0,0.3318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,867.0,244.0
0x3f582e477ad99344a5d978161f59f12651f3950c,26.53,65.0502,7.44,0.1634,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,445.0,433.0
0xf8d8cfb123dfd21e76a1a0f8bb1b18f4fc2a2a8e,1.09,40.8734,29.6177,0.8175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,1263.0
0x28bdaa60a922c0c67c3c616ea025d2391209ad11,10.12,613.9102,256.0,7.5791,0,1.9236,0.4205,607419.73,151854.9325,1204.9827,10.0,-0.0185,1.0,1.0,0.0,0.0,240.0,237.0
0x8fe95010d458192ff6d3ca59e3a4f6861da625e9,6.53,8.3197,2.001,0.0319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.0,143.0
0x60d64ba3b0928319ca32705ecd56d8e8aca8fc15,16.65,461.9389,60.0,0.3384,0,11.3852,0.073,595.11,148.7775,0.04,25.0,0.013,3.0,1.0,0.0,8.0,2491.0,1862.0
0x4056ebdcdd0d8b9fe04f9ef918a948369f154a37,17.5,0.0911,0.0293,0.0026,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,69.0,69.0
0xd211189257d797b42038a8e92b5f7930f20c0fec,12.0,1.1909,1.0997,0.0992,0,inf,0.0,0.0,0.0,0.0,0.0,0.0416,1.0,0.0,0.0,0.0,7.0,7.0
0x7e05731ddac4fca86849108d1b7d60d59f4df3ac,2.43,1.0974,0.1306,0.0196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,309.0
0x040e0c7d4a57739f532d0e3aa1614be13004fed3,50.82,261.5609,27.1717,0.3027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,523.0,508.0
0x770312bbac85e8a14db8d39936e7fd11263e13bc,1.2,3.9846,1.0953,0.0604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,1665.0
0x817358128f1a743369c24234e6b74e1413cd84b2,8.93,3.4441,0.1988,0.0133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,899.0,828.0
0x8022e8c0b2b7423a07deb7aef95b5c20c9d3ab7b,2.5,21.6895,5.575,0.8676,0,1.8634,0.4457,7077.12,3538.56,9.2963,3.0,-0.0122,1.0,1.0,0.0,0.0,300.0,159.0
0x9f778e72a0d0f50fa11cb16d6f85c00d099ba176,2.39,1.0524,0.4,0.0245,0,inf,0.0,0.0,0.0,0.0,0.0,0.0382,1.0,0.0,0.0,0.0,560.0,8.0
0x35fb598a156a57773c8d24bc3d0ab61178d8bcea,12.04,571.2215,29.4579,0.9883,0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,2.0,0.0,0.0,0.0,1469.0,1380.0
0x008678977c3dc825357a4dc77847ebbc4f156956,1.77,20.8474,6.0,0.2106,0,1.899,0.4332,7565.51,1260.9183333333333,0.7252,15.0,-0.0576,1.0,1.0,0.0,0.0,1705.0,1705.0
0x34f96c533e62b26df1f3dda4d2bd71b3b6a68e58,4.6,0.8924,0.497,0.0043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1373.0
0x7c6316c8602e885a48f6af314cd53b28d696bb83,10.14,731.0157,172.4213,5.148,0,1.5306,0.5336,607115.16,202371.72,28.092,5.0,-0.0223,1.0,1.0,0.0,0.0,426.0,23.0
0x5b2155d6a5717f80405095775e6ef37fa6ba40a4,0.68,1.4954,0.7864,0.0365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.0,1532.0
0x83627a990701fc131c3ac726303fc039ae1ed55e,9.11,0.164,0.0595,0.001,0,inf,0.0,0.0,0.0,0.0,0.0,0.0382,1.0,0.0,0.0,0.0,556.0,411.0
0xf64e354c33a02184eb3c6345c87ed32d3bc7c547,2.67,0.3215,0.1715,0.0402,0,2.8391,0.2499,1101.34,367.1133333333333,0.9401,1.0,-0.0177,2.0,1.0,0.0,0.0,100.0,6.0
0x9da4f8d3163b77c7d4ec15878eb2e19666401629,1.74,3.1508,0.8,0.0477,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.0,955.0
0x0a91a528c5dabe20ee77468844904da390af7c6a,23.64,1007.335,300.0985,1.7045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,774.0,448.0
0x740225f0fed42fbef952736eca7fb91e8281e3b3,15.25,501.5141,159.24,4.1108,0,1.9381,0.4274,197573.98,39514.796,233.5114,3.0,-0.0107,3.0,1.0,0.0,0.0,233.0,56.0
0xff80a1eb7f40e2e284dc907b765e8f4c67b6753e,1.44,0.516,0.1593,0.0072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1524.0,1520.0
0x70fedb8c3cddc74f238dab098abf956a17936f39,23.52,16495.2699,770.0,17.5295,0,2.665,0.3073,2128490.68,709496.8933333334,8011.7841,56.0,-0.0057,1.0,1.0,0.0,11.0,1233.0,1203.0
0x88c0669288d903e05d641922ca2ec008fe21ab94,2.58,5.6119,1.0032,0.0838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,454.0
0xed72e7b71bfd1ff27c657e363558cf63bdade069,14.64,72.925,10.0,0.453,0,1.4511,0.5356,13211.9,2642.38,4.9639,7.0,-0.0084,1.0,1.0,0.0,5.0,340.0,195.0
0x3d97ad42343ddc81c404524e0a9b48d2018122cb,1.0,0.421,0.1726,0.0383,0,1.4602,0.5672,200.23,100.115,0.9718,1.0,-0.0225,1.0,1.0,0.0,0.0,334.0,7.0
0x6d1f424e802504d82a35d3cce435f582356259f8,1.54,0.2738,0.0441,0.0034,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0,1586.0
0x7789ed618fa7f0f315a521375a2c898b1aafe681,1.69,3.1434,2.6399,0.0476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,1183.0
0x8f3b92a7a8be91a087b7549d5134c44708e6ed1d,12.1,45.2889,5.5784,0.0779,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1467.0,1414.0
0xc960338b529e0353f570f62093fd362b8fb55f0b,40.44,195.8182,16.5,0.1126,0,inf,0.5601,3456.35,384.0388888888889,1.5571,0.0,-0.0389,4.0,1.0,0.0,7.0,1309.0,1217.0
